date,coal,lignite,gas,diesel,hsd,naphtha,multi_fuel,thermal,nuclear,hydro,bhutan,wind,solar,other_re,renewables,total_ex_re,total,co2_coal,co2_lignite,co2_gas,co2_total,emissions_intensity
2024-09-29,3324.26,84.27,77.25,1.14,0.0,0.0,0.0,3486.92,155.69,611.66,37.29,68.23,353.09,29.7,451.02,4291.56,4742.58,3158.047,92.697,30.9,3281.6440000000002,691.9533249834478
2024-09-30,3568.89,84.47,96.84,1.14,0.0,0.0,0.0,3751.34,154.96,618.97,42.4,66.72,374.06,32.45,473.23,4567.67,5040.9,3390.4455,92.917,38.736,3522.0984999999996,698.7042988355254
2024-10-01,3652.09,87.65,134.67,1.14,0.0,0.0,0.0,3875.55,148.7,602.31,42.67,90.41,397.14,31.27,518.82,4669.23,5188.049999999999,3469.4855,96.415,53.867999999999995,3619.7684999999997,697.7127244340359
2024-10-02,3582.77,87.36,82.0,1.14,0.0,0.0,0.0,3753.27,131.57,565.32,42.7,137.79,404.16,30.12,572.07,4492.86,5064.929999999999,3403.6315,96.096,32.8,3532.5275,697.4484346279219
2024-10-03,3596.89,90.46,92.59,1.14,0.0,0.0,0.0,3781.08,130.63,585.86,42.7,224.13,393.14,30.11,647.38,4540.27,5187.650000000001,3417.0455,99.506,37.036,3553.5875,685.0091081703661
2024-10-04,3668.53,88.16,95.19,1.14,0.0,0.0,0.0,3853.02,146.22,572.4,43.02,228.14,390.89,30.97,650.0,4614.66,5264.66,3485.1035,96.976,38.076,3620.1555000000003,687.6332944577618
2024-10-05,3674.48,88.61,98.77,1.14,0.0,0.0,0.0,3863.0,156.48,590.27,41.87,118.04,364.25,29.29,511.58,4651.62,5163.2,3490.756,97.471,39.508,3627.7349999999997,702.6136891850015
2024-10-06,3541.7,91.31,69.75,1.14,0.0,0.0,0.0,3703.9,151.62,548.86,43.79,48.94,365.45,29.7,444.09,4448.17,4892.26,3364.615,100.441,27.9,3492.9559999999997,713.9759538536381
2024-10-07,3687.83,90.74,89.96,1.14,0.0,0.0,0.0,3869.67,151.66,535.1,43.81,91.27,392.57,31.04,514.88,4600.24,5115.12,3503.4385,99.814,35.984,3639.2365,711.4664954096874
2024-10-08,3762.19,95.71,105.12,1.14,0.0,0.0,0.0,3964.16,151.3,528.98,40.38,84.7,376.99,30.03,491.72,4684.82,5176.54,3574.0805,105.281,42.048,3721.4094999999998,718.8990136268626
2024-10-09,3775.63,95.47,97.0,1.14,0.0,0.0,0.0,3969.24,150.46,495.28,44.13,128.13,357.57,29.67,515.37,4659.11,5174.48,3586.8485,105.017,38.8,3730.6655,720.9739915894932
2024-10-10,3633.04,94.88,87.93,1.14,0.0,0.0,0.0,3816.99,151.41,480.95,42.3,120.08,351.75,29.38,501.21,4491.65,4992.86,3451.388,104.368,35.172,3590.928,719.2126356436993
2024-10-11,3502.17,93.7,79.06,1.14,0.0,0.0,0.0,3676.07,155.94,460.65,37.0,110.49,336.0,29.82,476.31,4329.66,4805.97,3327.0615,103.07,31.624,3461.7554999999998,720.3031854131423
2024-10-12,3239.78,90.97,70.79,1.14,0.0,0.0,0.0,3402.68,157.59,431.89,33.48,107.41,351.15,28.34,486.9,4025.64,4512.54,3077.791,100.067,28.316000000000003,3206.174,710.5031755951194
2024-10-13,3216.02,89.11,68.35,1.14,0.0,0.0,0.0,3374.62,156.77,438.98,41.34,90.43,322.02,28.01,440.46,4011.71,4452.17,3055.219,98.021,27.339999999999996,3180.5800000000004,714.3887138182056
2024-10-14,3532.6,92.82,79.4,1.14,0.0,0.0,0.0,3705.96,156.81,449.56,30.58,51.02,280.23,28.93,360.18,4342.91,4703.09,3355.97,102.10199999999999,31.760000000000005,3489.832,742.0296018149769
2024-10-15,3510.5,95.18,77.22,1.14,0.0,0.0,0.0,3684.04,156.05,445.86,32.34,47.14,336.25,28.19,411.58,4318.29,4729.87,3334.975,104.69800000000001,30.888,3470.5609999999997,733.7539932387148
2024-10-16,3457.1,98.5,67.52,1.14,0.0,0.0,0.0,3624.26,157.13,467.45,30.73,90.0,301.76,28.06,419.82,4279.57,4699.389999999999,3284.245,108.35,27.008,3419.6029999999996,727.6695486009886
2024-10-17,3445.35,95.08,78.28,1.14,0.0,0.0,0.0,3619.85,146.67,444.65,27.0,140.73,331.8,27.88,500.41,4238.17,4738.58,3273.0825,104.588,31.312,3408.9825,719.4101397465064
2024-10-18,3490.86,99.54,84.02,1.14,0.0,0.0,0.0,3675.56,153.65,457.23,27.96,112.69,354.18,27.59,494.46,4314.4,4808.86,3316.317,109.494,33.608,3459.4190000000003,719.3844279101494
2024-10-19,3522.28,98.77,76.52,1.14,0.0,0.0,0.0,3698.71,158.53,439.83,27.96,53.86,347.45,27.79,429.1,4325.03,4754.13,3346.166,108.647,30.608,3485.4210000000003,733.1354001678542
2024-10-20,3351.63,95.09,54.99,1.14,0.0,0.0,0.0,3502.85,161.58,422.15,25.43,55.24,333.46,26.64,415.34,4112.01,4527.35,3184.0485,104.599,21.996,3310.6435,731.254155300562
2024-10-21,3471.21,97.8,58.77,1.14,0.0,0.0,0.0,3628.92,155.44,437.3,23.36,60.3,341.96,24.37,426.63,4245.02,4671.650000000001,3297.6495,107.58,23.508,3428.7374999999997,733.945715111363
2024-10-22,3472.47,101.19,68.9,1.14,0.0,0.0,0.0,3643.7,156.2,463.0,23.36,39.14,367.24,28.69,435.07,4286.26,4721.33,3298.8465,111.309,27.560000000000002,3437.7155000000002,728.1243844425195
2024-10-23,3502.26,93.31,70.77,1.14,0.0,0.0,0.0,3667.48,155.72,423.29,18.28,49.13,373.77,27.07,449.97,4264.77,4714.740000000001,3327.147,102.641,28.308,3458.096,733.4648358127913
2024-10-24,3448.64,90.06,63.96,1.14,0.0,0.0,0.0,3603.8,153.7,419.91,17.74,61.27,367.88,29.29,458.44,4195.15,4653.589999999999,3276.208,99.066,25.584,3400.8579999999997,730.8031004020552
2024-10-25,3377.85,87.9,63.67,1.14,0.0,0.0,0.0,3530.56,156.32,414.85,12.26,69.76,377.28,29.08,476.12,4113.99,4590.11,3208.9575,96.69,25.468,3331.1155,725.715832518175
2024-10-26,3373.44,92.13,56.54,1.14,0.0,0.0,0.0,3523.25,159.44,393.95,19.7,63.3,398.57,29.07,490.94,4096.34,4587.28,3204.768,101.343,22.616,3328.727,725.6428646169408
2024-10-27,3308.38,97.44,58.71,1.14,0.0,0.0,0.0,3465.67,160.43,383.66,10.95,86.57,387.89,27.8,502.26,4020.71,4522.97,3142.961,107.184,23.484,3273.629,723.7786233382047
2024-10-28,3530.51,93.85,74.26,1.14,0.0,0.0,0.0,3699.76,146.45,412.86,14.29,88.54,373.65,27.25,489.44,4273.36,4762.799999999999,3353.9845,103.235,29.704000000000004,3486.9235000000003,732.1162971361387
2024-10-29,3635.38,91.94,72.61,1.14,0.0,0.0,0.0,3801.07,142.88,419.65,13.51,81.39,374.81,25.99,482.19,4377.11,4859.299999999999,3453.611,101.134,29.044,3583.7889999999998,737.5113699504044
2024-10-30,3606.08,86.92,66.3,1.14,0.0,0.0,0.0,3760.44,156.42,404.39,12.89,47.1,365.77,27.02,439.89,4334.14,4774.030000000001,3425.776,95.612,26.52,3547.908,743.1683504293018
2024-10-31,3194.31,81.91,60.37,1.14,0.0,0.0,0.0,3337.73,157.12,360.41,12.34,60.68,362.72,26.9,450.3,3867.6,4317.9,3034.5945,90.101,24.148,3148.8435000000004,729.2534565413745
2024-11-01,2987.86,88.84,51.94,1.14,0.0,0.0,0.0,3129.78,158.37,323.57,12.43,53.0,356.96,26.86,436.82,3624.15,4060.97,2838.467,97.724,20.776,2956.967,728.1430298672485
2024-11-02,2956.4,89.11,48.5,1.14,0.0,0.0,0.0,3095.15,158.39,326.73,13.47,58.08,372.19,27.03,457.3,3593.74,4051.04,2808.58,98.021,19.4,2926.001,722.2839073423121
2024-11-03,2968.55,91.72,49.34,1.14,0.0,0.0,0.0,3110.75,159.54,323.12,11.72,61.01,374.19,28.06,463.26,3605.13,4068.39,2820.1225,100.892,19.736,2940.7504999999996,722.8290552282351
2024-11-04,3236.77,91.99,50.44,1.14,0.0,0.0,0.0,3380.34,157.99,334.62,11.62,58.83,362.45,27.26,448.54,3884.57,4333.110000000001,3074.9315,101.189,20.176,3196.2965,737.6449016987798
2024-11-05,3356.11,93.53,47.63,1.14,0.0,0.0,0.0,3498.41,156.32,334.1,11.81,68.92,375.95,23.66,468.53,4000.64,4469.17,3188.3045,102.883,19.052,3310.2395,740.6832812356656
2024-11-06,3432.88,94.21,45.84,1.14,0.0,0.0,0.0,3574.07,159.24,329.48,11.64,87.31,373.67,23.4,484.38,4074.43,4558.81,3261.236,103.631,18.336,3383.2029999999995,742.1241508200603
2024-11-07,3469.82,98.9,45.28,1.14,0.0,0.0,0.0,3615.14,161.01,319.49,10.66,79.5,363.06,26.34,468.9,4106.3,4575.2,3296.329,108.79,18.112,3423.231,748.2145042839658
2024-11-08,3482.86,98.5,45.4,1.14,0.0,0.0,0.0,3627.9,163.61,332.53,9.83,82.78,352.11,26.85,461.74,4133.87,4595.61,3308.717,108.35,18.16,3435.227,747.5018550312146
2024-11-09,3501.55,91.37,46.78,1.14,0.0,0.0,0.0,3640.84,160.1,321.98,9.22,,356.17,28.45,467.49,4132.14,4599.63,3326.4725,100.507,18.712,3445.6915,749.1236251611542
2024-11-10,3360.78,88.8,41.04,1.14,0.0,0.0,0.0,3491.76,159.9,288.63,10.67,85.63,368.87,28.45,482.95,3950.96,4433.91,3192.741,97.68,16.416,3306.837,745.806071841783
2024-11-11,3492.25,87.64,55.38,1.14,0.0,0.0,0.0,3636.41,163.83,303.65,8.11,84.09,373.08,28.72,485.89,4112.0,4597.89,3317.6375,96.404,22.152,3436.1935,747.3413892024384
2024-11-12,3562.11,88.2,62.49,1.14,0.0,0.0,0.0,3713.94,157.47,303.27,8.57,80.07,343.83,26.26,450.16,4183.25,4633.41,3384.0045,97.02,24.996,3506.0205,756.6825512959139
2024-11-13,3527.18,85.33,60.54,1.14,0.0,0.0,0.0,3674.19,159.14,271.16,7.03,115.93,327.09,23.74,466.76,4111.52,4578.280000000001,3350.821,93.863,24.216,3468.8999999999996,757.6862926688623
2024-11-14,3537.47,93.06,54.09,1.14,0.0,0.0,0.0,3685.76,154.44,273.98,7.17,92.5,316.06,24.23,432.79,4121.35,4554.14,3360.5965,102.366,21.636,3484.5985,765.1496221020873
2024-11-15,3535.13,88.84,48.19,1.14,0.0,0.0,0.0,3673.3,156.12,277.23,7.52,52.95,298.03,27.04,378.02,4114.17,4492.1900000000005,3358.3735,97.724,19.276,3475.3735,773.6479311872382
2024-11-16,3413.73,84.17,42.22,1.14,0.0,0.0,0.0,3541.26,159.58,255.79,7.29,84.95,318.96,27.93,431.84,3963.92,4395.76,3243.0435,92.587,16.888,3352.5185,762.670960198009
2024-11-17,3197.67,81.22,42.42,1.14,0.0,0.0,0.0,3322.45,158.72,238.05,6.71,127.12,333.6,27.83,488.55,3725.93,4214.48,3037.7865,89.342,16.968,3144.0965,746.0224037129136
2024-11-18,3257.23,84.37,51.28,1.14,0.0,0.0,0.0,3394.02,158.19,261.56,8.78,150.05,347.49,26.9,524.44,3822.55,4346.99,3094.3685,92.807,20.512,3207.6875,737.9100250978264
2024-11-19,3341.18,88.1,46.12,1.14,0.0,0.0,0.0,3476.54,162.09,253.93,4.5,120.58,340.98,27.51,489.07,3897.06,4386.13,3174.121,96.91,18.448,3289.479,749.9729830169192
2024-11-20,3287.8,85.38,47.78,1.14,0.0,0.0,0.0,3422.1,162.39,257.8,5.53,131.74,332.18,27.59,491.51,3847.82,4339.33,3123.41,93.918,19.112,3236.44,745.8386432928586
2024-11-21,3349.57,86.43,45.0,1.14,0.0,0.0,0.0,3482.14,162.99,272.86,5.47,90.53,340.45,26.51,457.49,3923.46,4380.95,3182.0915,95.07300000000001,18.0,3295.1645,752.1575229116972
2024-11-22,3350.35,87.1,47.59,1.14,0.0,0.0,0.0,3486.18,162.78,267.57,4.61,86.91,360.72,27.82,475.45,3921.14,4396.59,3182.8325,95.81,19.036,3297.6785,750.0536779640585
2024-11-23,3386.53,77.72,46.18,1.14,0.0,0.0,0.0,3511.57,162.13,267.04,4.14,72.19,346.46,29.51,448.16,3944.88,4393.04,3217.2035,85.492,18.472,3321.1675000000005,756.0066605357566
2024-11-24,3254.32,69.23,43.56,1.14,0.0,0.0,0.0,3368.25,163.59,249.21,3.87,90.05,332.06,28.96,451.07,3784.92,4235.99,3091.604,76.153,17.424,3185.1809999999996,751.9330782178428
2024-11-25,3315.05,73.46,42.55,1.14,0.0,0.0,0.0,3432.2,163.67,266.54,3.52,126.32,326.72,29.99,483.03,3865.93,4348.96,3149.2975,80.806,17.02,3247.1235,746.6436803281704
2024-11-26,3363.65,78.35,42.81,1.14,0.0,0.0,0.0,3485.95,162.83,275.8,3.3,101.4,302.7,29.39,433.49,3927.88,4361.37,3195.4675,86.185,17.124,3298.7765,756.362450330974
2024-11-27,3344.54,85.94,43.05,1.14,0.0,0.0,0.0,3474.67,158.54,269.59,3.37,89.04,315.99,30.42,435.45,3906.17,4341.62,3177.313,94.534,17.22,3289.067,757.5667607943578
2024-11-28,3262.95,90.89,45.08,1.14,0.0,0.0,0.0,3400.06,158.57,259.84,3.67,132.32,359.1,30.22,521.64,3822.14,4343.78,3099.8025,99.979,18.032,3217.8134999999997,740.7864808991246
2024-11-29,3315.92,94.35,44.3,1.14,0.0,0.0,0.0,3455.71,159.52,279.02,2.65,142.1,329.34,26.9,498.34,3896.9,4395.24,3150.124,103.785,17.72,3271.6289999999995,744.3573047205613
2024-11-30,3237.73,83.47,42.99,1.14,0.0,0.0,0.0,3365.33,161.94,267.68,2.07,186.52,289.52,24.49,500.53,3797.02,4297.55,3075.8435,91.817,17.196,3184.8565,741.0865493129807
2024-12-01,3058.48,62.78,42.31,1.14,0.0,0.0,0.0,3164.71,164.0,226.05,1.86,212.92,264.07,28.87,505.86,3556.62,4062.48,2905.556,69.058,16.924,2991.538,736.3822098816487
2024-12-02,3184.7,61.76,43.01,1.14,0.0,0.0,0.0,3290.61,169.34,226.91,1.74,223.54,278.88,27.9,530.32,3688.6,4218.92,3025.465,67.936,17.204,3110.6050000000005,737.2988821783775
2024-12-03,3219.94,60.07,45.12,1.14,0.0,0.0,0.0,3326.27,169.84,225.49,2.06,243.93,298.58,28.58,571.09,3723.66,4294.75,3058.943,66.077,18.048,3143.068,731.8395715699401
2024-12-04,3261.16,59.58,41.43,1.14,0.0,0.0,0.0,3363.31,171.22,246.57,2.55,223.05,323.57,29.46,576.08,3783.65,4359.7300000000005,3098.102,65.538,16.572,3180.212,729.4515944794746
2024-12-05,3348.86,71.84,42.56,1.14,0.0,0.0,0.0,3464.4,172.87,260.43,2.52,134.39,327.95,30.05,492.39,3900.22,4392.61,3181.417,79.024,17.024,3277.4649999999997,746.1315709794404
2024-12-06,3436.44,80.39,47.15,1.14,0.0,0.0,0.0,3565.12,173.67,260.82,1.08,82.13,348.57,30.56,461.26,4000.69,4461.95,3264.618,88.429,18.86,3371.907,755.7025515749841
2024-12-07,3416.22,83.51,66.41,1.14,0.0,0.0,0.0,3567.28,174.39,248.3,0.75,48.03,361.2,28.0,437.23,3990.72,4427.95,3245.409,91.861,26.564,3363.834,759.6820198963403
2024-12-08,3237.62,79.76,42.07,1.14,0.0,0.0,0.0,3360.59,170.14,225.65,0.47,105.2,358.14,28.47,491.81,3756.85,4248.66,3075.739,87.736,16.828,3180.303,748.542599313666
2024-12-09,3297.15,75.54,41.91,1.14,0.0,0.0,0.0,3415.74,167.13,251.23,0.13,180.34,351.74,31.44,563.52,3834.23,4397.75,3132.2925,83.094,16.764,3232.1505,734.9554886021261
2024-12-10,3337.23,69.89,42.41,1.14,0.0,0.0,0.0,3450.67,169.27,253.1,0.07,202.23,358.25,28.41,588.89,3873.11,4462.0,3170.3685,76.879,16.964,3264.2115,731.557933662035
2024-12-11,3346.28,73.81,43.65,1.14,0.0,0.0,0.0,3464.88,169.17,251.13,0.07,202.15,347.37,28.69,578.21,3885.25,4463.46,3178.966,81.191,17.46,3277.6169999999997,734.3220282023362
2024-12-12,3340.02,59.09,41.63,1.14,0.0,0.0,0.0,3441.88,162.85,260.4,0.69,222.65,312.93,28.84,564.42,3865.82,4430.24,3173.019,64.99900000000001,16.652,3254.6699999999996,734.6486872043049
2024-12-13,3294.96,50.07,41.03,1.14,0.0,0.0,0.0,3387.2,163.75,242.04,0.0,286.83,321.54,29.79,638.16,3792.99,4431.15,3130.212,55.077,16.412,3201.7009999999996,722.5440348442278
2024-12-14,3260.79,55.82,42.03,1.14,0.0,0.0,0.0,3359.78,168.55,237.11,0.0,238.79,365.13,33.31,637.23,3765.44,4402.67,3097.7505,61.402,16.812,3175.9645,721.3723717653152
2024-12-15,3153.34,57.52,37.97,1.14,0.0,0.0,0.0,3249.97,169.43,227.18,0.0,181.31,396.77,29.02,607.1,3646.58,4253.68,2995.673,63.272,15.188,3074.133,722.6996389009046
2024-12-16,3338.98,65.89,42.54,1.14,0.0,0.0,0.0,3448.55,166.23,251.82,0.0,148.85,378.33,31.7,558.88,3866.6,4425.48,3172.031,72.479,17.016,3261.526,736.9880781293781
2024-12-17,3417.66,61.05,61.14,1.14,0.0,0.0,0.0,3540.99,169.36,268.56,0.0,151.19,377.86,31.57,560.62,3978.91,4539.53,3246.777,67.155,24.456,3338.3880000000004,735.4038854242622
2024-12-18,3475.54,71.59,75.49,1.14,0.0,0.0,0.0,3623.76,165.78,286.13,0.0,194.27,346.45,30.9,571.62,4075.67,4647.29,3301.763,78.749,30.195999999999998,3410.7079999999996,733.9133129200028
2024-12-19,3509.06,77.4,74.27,1.14,0.0,0.0,0.0,3661.87,165.71,284.06,0.0,120.43,343.67,30.87,494.97,4111.64,4606.610000000001,3333.607,85.14,29.708,3448.455,748.588441391826
2024-12-20,3505.53,73.29,75.41,1.14,0.0,0.0,0.0,3655.37,168.51,297.05,0.0,212.31,306.68,29.53,548.52,4120.93,4669.450000000001,3330.2535,80.619,30.164,3441.0365,736.9254408977501
2024-12-21,3529.65,76.65,79.7,1.14,0.0,0.0,0.0,3687.14,166.85,280.33,0.0,141.26,298.78,30.42,470.46,4134.32,4604.78,3353.1675,84.315,31.88,3469.3625,753.4263308996304
2024-12-22,3501.79,79.59,46.64,1.14,0.0,0.0,0.0,3629.16,154.73,246.84,0.0,108.55,271.93,30.88,411.36,4030.73,4442.09,3326.7005,87.549,18.656,3432.9055,772.8131352584031
2024-12-23,3562.04,84.95,61.56,1.14,0.0,0.0,0.0,3709.69,155.44,283.79,0.0,102.25,274.4,29.62,406.27,4148.92,4555.1900000000005,3383.938,93.445,24.624,3502.007,768.7949350081993
2024-12-24,3543.51,85.34,56.46,1.14,0.0,0.0,0.0,3686.45,155.06,268.76,0.0,167.81,291.79,28.91,488.51,4110.27,4598.780000000001,3366.3345,93.874,22.584,3482.7924999999996,757.3296613449652
2024-12-25,3498.97,86.58,57.63,1.14,0.0,0.0,0.0,3644.32,155.13,258.99,0.0,182.63,282.41,29.2,494.24,4058.44,4552.68,3324.0215,95.238,23.052,3442.3115,756.1066229122187
2024-12-26,3541.16,89.35,55.49,1.14,0.0,0.0,0.0,3687.14,154.51,267.54,0.0,179.12,227.33,27.64,434.09,4109.19,4543.28,3364.102,98.285,22.196,3484.5829999999996,766.9751809265553
2024-12-27,3416.93,85.55,50.01,1.14,0.0,0.0,0.0,3553.63,153.6,230.85,0.0,237.07,222.41,28.92,488.4,3938.08,4426.48,3246.0835,94.105,20.004,3360.1925,759.1116417559778
2024-12-28,3195.46,84.77,41.11,1.14,0.0,0.0,0.0,3322.48,154.71,222.54,0.0,196.96,322.21,30.8,549.97,3699.73,4249.7,3035.687,93.247,16.444,3145.3779999999997,740.1411864366896
2024-12-29,3127.84,87.57,45.63,1.14,0.0,0.0,0.0,3262.18,154.85,214.75,0.0,197.3,339.11,29.29,565.7,3631.78,4197.4800000000005,2971.448,96.32699999999998,18.252,3086.0269999999996,735.2094590087383
2024-12-30,3314.85,92.08,53.69,1.14,0.0,0.0,0.0,3461.76,154.96,240.03,0.0,173.62,348.56,30.58,552.76,3856.75,4409.51,3149.1075,101.288,21.476,3271.8715,742.0034198811205
2024-12-31,3398.32,92.29,38.55,1.14,0.0,0.0,0.0,3530.3,153.89,230.04,1.79,177.26,350.57,25.42,553.25,3916.02,4469.27,3228.404,101.519,15.419999999999998,3345.343,748.5211231364406
